,pair1,pair2,tvl,apr,network,apy,qpr,type_of_agriculture,dex,date,#,Indiv. Assesment,Audit Score,RugDoc,Farm Name,Farm Symbol,Farm Url,rugdoc_url
187,ADA,,1572.98,10344510.96,BSC,,,FARM,https://fusionfinance.farm/,2021-06-28,,,,,,,,
188,ADA,BBKFI,9225.42,180.33,BSC,504.2754633023268,,FARM,https://bitblocks.finance,2021-06-28,,,,low,BitBlocks,BBKFI,https://bitblocks.finance,https://rugdoc.io/project/bitblocks/
189,ADA,BBOO,6482.95,213.92,BSC,743.9775012867843,,FARM,https://pandayield.com,2021-06-28,,,,,,,,
190,ADA,BNB,20903538.50,18.64,BSC,20.484679811071093,,FARM,https://pancakeswap.finance,2021-06-28,x,,,least,Pancake,CAKE,https://pancakeswap.finance,https://rugdoc.io/project/pancakeswap/
191,ADA,BNB,6846915.99,28.90,BSC,33.49390668857932,,FARM,https://apeswap.finance,2021-06-28,,,,some,Apeswap,BANANA,https://apeswap.finance,https://rugdoc.io/project/apeswap/
192,ADA,BNB,3597063.53,6.69,BSC,6.918199962831828,,FARM,https://autofarm.network,2021-06-28,,,,,,,,
193,ADA,BNB,57904.87,0,BSC,0.0,,FARM,https://www.goosedefi.com,2021-06-28,,,,,Goose,GOOSE,https://www.goosedefi.com,https://www.certik.org/projects/ramenswap
194,ADA,BNB,1723.22,225.31,BSC,845.1509191704092,,FARM,https://icecreamswap.finance,2021-06-28,x,3.0,,,Icecream,GLTO,https://icecreamswap.finance,https://swapicecream.gitbook.io/icecreamswap-2-0/audit-report
195,ADA,BNB,26323.56,88.86,BSC,142.9098242518179,,FARM,https://pool.mochiswap.io,2021-06-28,x,,,low,Mochi,MOCHI,https://pool.mochiswap.io,https://rugdoc.io/project/mochiswap/
196,ADA,BNB,231.06,0.00,BSC,0.0,,FARM,http://slime.finance,2021-06-28,,,,low,Slime,SLIME,http://slime.finance,https://rugdoc.io/project/slime/
197,ADA,BNB,101.60,488.62,BSC,12722.462010590103,,FARM,https://www.jiggly.finance,2021-06-28,,,,low,Jiggly,JIGG,https://www.jiggly.finance,https://rugdoc.io/project/jiggly/
198,ADA,BNB,133075.34,11.32,BSC,11.983622829121598,,FARM,https://app.swamp.finance,2021-06-28,,,,,,,,
199,ADA,BNB,3052791.85,1.23,BSC,1.2375746293844747,,FARM,https://app.swamp.finance,2021-06-28,,,,,,,,
200,ADA,BNB,30519.03,6.70,BSC,6.928890356460493,,FARM,https://swipe.org/farm,2021-06-28,,,,,,,,
201,ADA,BNB,231.25,0.00,BSC,0.0,,FARM,http://shitz.lol,2021-06-28,,,,,,,,
202,ADA,BNB,10782.48,27.72,BSC,31.929142497439056,,FARM,https://pumpy.farm,2021-06-28,,,,low,Pumpy,PMP,https://pumpy.farm,https://rugdoc.io/project/pumpy-farm/
203,ADA,BNB,798.58,64.87,BSC,91.1951078469404,,FARM,https://mooncakeswap.finance,2021-06-28,,,,low,Mooncake,MCAKE,https://mooncakeswap.finance,https://rugdoc.io/project/mooncakeswap/
204,ADA,BNB,1198.01,64.49,BSC,90.47122544250198,,FARM,https://app.comos.finance/,2021-06-28,,,,,,,,
205,ADA,BNB,1883.62,98.17,BSC,166.54747320950364,,FARM,https://pandayield.com,2021-06-28,,,,,,,,
206,ADA,BNB,432.25,161.07,BSC,398.86059927753115,,FARM,https://mouse.farm,2021-06-28,,,,,,,,
207,ADA,BNB,13142.65,53.45,BSC,70.59276263082126,,FARM,https://thelab.finance,2021-06-28,x,,,low,The Lab,LABO,https://thelab.finance,https://rugdoc.io/project/thelab-finance/
208,ADA,BNB,0.00,0,BSC,0.0,,FARM,https://lokum.finance,2021-06-28,,,,high,Lokum,LKM,https://lokum.finance,https://rugdoc.io/project/lokum-finance/
209,ADA,BNB,2711.23,65.15,BSC,91.7302498594877,,FARM,https://limeswap.io,2021-06-28,x,,,low,Lime,LIME,https://limeswap.io,https://rugdoc.io/project/limeswap-io/
210,ADA,BNB,39374.02,12.11,BSC,12.871511015952276,,FARM,https://app.apache.finance/,2021-06-28,,,,,,,,
211,ADA,BNB,117896.84,145.58,BSC,327.551461309646,,FARM,https://farms.pandaswap.xyz,2021-06-28,,,,some,Pandaswap,PNDA,https://farms.pandaswap.xyz,https://rugdoc.io/project/pandaswap-xyz/
212,ADA,BNB,5161.19,72.74,BSC,106.81948057310846,,FARM,https://farms.pandaswap.xyz,2021-06-28,,,,some,Pandaswap,PNDA,https://farms.pandaswap.xyz,https://rugdoc.io/project/pandaswap-xyz/
213,ADA,BNB,599263.74,40.71,BSC,50.21135365167173,,FARM,https://pantherswap.com,2021-06-28,,,,low,Panther,PANTHER,https://pantherswap.com,https://rugdoc.io/project/pantherswap/
214,ADA,BNB,13176.17,85.37,BSC,134.59799242801122,,FARM,https://jaguarswap.com,2021-06-28,,,,low,Jaguar,JAGUAR,https://jaguarswap.com,https://rugdoc.io/project/jaguarswap/
215,ADA,BNB,13874.95,82.81,BSC,128.68196093465733,,FARM,https://zombie-farm.com,2021-06-28,x,,,low,Zombie,Various,https://zombie-farm.com,https://rugdoc.io/project/zombie-farm-graves/
216,ADA,BNB,4952.31,42.11,BSC,52.32668552754991,,FARM,https://zombie-farm.com,2021-06-28,x,,,low,Zombie,Various,https://zombie-farm.com,https://rugdoc.io/project/zombie-farm-graves/
217,ADA,BNB,3406.95,78.13,BSC,118.2486856135149,,FARM,https://zombie-farm.com,2021-06-28,x,,,low,Zombie,Various,https://zombie-farm.com,https://rugdoc.io/project/zombie-farm-graves/
218,ADA,BNB,1569.57,86.79,BSC,137.94509859620723,,FARM,https://degentoken.finance,2021-06-28,,,,some,Degen,DGNZ,https://degentoken.finance,https://rugdoc.io/project/degen/
219,ADA,BNB,565786.24,166.89,BSC,428.6181812214126,,FARM,https://coinswap.space/,2021-06-28,,,,,,,,
220,ADA,BNB,132.42,0.00,BSC,0.0,,FARM,https://vanillacake.farm,2021-06-28,x,,,some,Vanillacake,VCAKE,https://vanillacake.farm,https://rugdoc.io/project/vanillacake/
221,ADA,BNB,44.34,0.00,BSC,0.0,,FARM,https://garudaswap.finance,2021-06-28,x,,,some,Garuda,GARUDA,https://garudaswap.finance,https://rugdoc.io/project/garudaswap/
222,ADA,BNB,1130.52,89.97,BSC,145.6144807752937,,FARM,https://www.elixir-swap.io,2021-06-28,,,,high,Elixir,ELXR,https://www.elixir-swap.io,https://rugdoc.io/project/elixir-swap/
223,ADA,BNB,2.72,0.00,BSC,0.0,,FARM,https://gatorswap.xyz,2021-06-28,xx,,,low,Gator,GATOR,https://gatorswap.xyz,https://rugdoc.io/project/gatorswap/
224,ADA,BNB,938.33,98.91,BSC,168.52189048387447,,FARM,https://dumplingdefi.finance,2021-06-28,,,,low,Dumpling,SDUMP,https://dumplingdefi.finance,https://rugdoc.io/project/dumpling-defi/
225,ADA,BNB,3653.73,169.29,BSC,441.398917839099,,FARM,https://satis.finance,2021-06-28,x,,,some,Satis,xSAT,https://satis.finance,https://rugdoc.io/project/satis-finance-xsatis/
226,ADA,BNB,3.37,5822.78,BSC,2.901901633367655e+25,,FARM,https://www.grizzlyswap.com,2021-06-28,,,,low,Grizzly,GRZ,https://www.grizzlyswap.com,https://rugdoc.io/project/grizzlyswap/
227,ADA,BNB,1143.41,182.75,BSC,519.0031683875939,,FARM,https://dinopark.finance,2021-06-28,,,,low,Dinopark,DINO,https://dinopark.finance,https://rugdoc.io/project/dinopark/
228,ADA,BNB,273328.29,33.83,BSC,40.234147292446345,,FARM,https://ten.finance,2021-06-28,x,,90.0,,TenFi,TENFI,https://ten.finance,https://www.certik.org/projects/tenfinance
229,ADA,BNB,1098.61,17.00,BSC,18.52579417314042,,FARM,https://frankenstein.finance,2021-06-28,x,,,HIGH,Frankenstein,FRANK,https://frankenstein.finance,https://rugdoc.io/project/frankenstein/
230,ADA,BNB,1267.11,36.84,BSC,44.51515705362703,,FARM,https://frankenstein.finance,2021-06-28,x,,,HIGH,Frankenstein,FRANK,https://frankenstein.finance,https://rugdoc.io/project/frankenstein/
231,ADA,BNB,3255060.12,49.60,BSC,64.15867372118527,,FARM,https://biswap.org,2021-06-28,x,,,HIGH,Biswap,BSW,https://biswap.org,https://rugdoc.io/project/biswap/
232,ADA,BNB,40.41,0.00,BSC,0.0,,FARM,https://gocerberus.finance,2021-06-28,x,,,low,Cerberus,CERBERUS,https://gocerberus.finance,https://rugdoc.io/project/gocerberus/
233,ADA,BNB,470.91,392.41,BSC,4855.861245007819,,FARM,https://antswap.fi,2021-06-28,,,,some,Ant,ANT,https://antswap.fi,https://rugdoc.io/project/antswap/
234,ADA,BNB,156847.63,299.23,BSC,1868.9806511987942,,FARM,https://lavacake.finance,2021-06-28,x,,,some,Lavacake,LAVA,https://lavacake.finance,https://rugdoc.io/project/lava-cake/
235,ADA,BNB,18.92,2360.95,BSC,861986167624.3446,,FARM,https://www.andromedadefi.com,2021-06-28,,,,low,Andromeda,ADR,https://www.andromedadefi.com,https://rugdoc.io/project/andromeda/
236,ADA,BNB,8168.00,5.07,BSC,5.200353976641248,,FARM,https://thunderbird.finance/,2021-06-28,,,,,,,,
237,ADA,BNB,25050.95,14.91,BSC,16.07537227731788,,FARM,https://www.venomswap.net,2021-06-28,,,,low,VenomSwap,VENOM,https://www.venomswap.net,https://rugdoc.io/project/venom-swap/
238,ADA,BNB,306.39,113.27,BSC,209.85866268470502,,FARM,https://www.blacksheepdefi.com,2021-06-28,,,,low,Blacksheep,BLACKSHEEP,https://www.blacksheepdefi.com,https://rugdoc.io/project/blacksheep-finance/
239,ADA,BNB,1709.65,301.02,BSC,1904.2501257422532,,FARM,https://qiswap.finance,2021-06-28,,,,,,,,
240,ADA,BNB,294.05,69.72,BSC,100.67870749366267,,FARM,https://krustykrab.finance,2021-06-28,,,,,,,,
241,ADA,BNB,6354.74,115.38,BSC,216.44529524155044,,FARM,https://zeusfarmsdefi.com,2021-06-28,,,,,,,,
242,ADA,BNB,1748999.41,68.09,BSC,97.44022341044428,,FARM,https://mdex.com,2021-06-28,,,,,,,,
243,ADA,BNB,20612.52,33.58,BSC,39.88432242424296,,FARM,https://www.carnageswap.net,2021-06-28,,,,,,,,
244,ADA,BNB,32210.26,33.93,BSC,40.37432140282527,,FARM,https://thoreum.finance,2021-06-28,,,,,,,,
245,ADA,BNB,999.05,37.61,BSC,45.63107645981934,,FARM,https://www.faxe.farmwiki.xyz,2021-06-28,,,,,,,,
246,ADA,BNB,256.86,30.29,BSC,35.360903783667716,,FARM,https://www.halvar.farmwiki.xyz,2021-06-28,,,,,,,,
247,ADA,BNB,18467.66,134.95,BSC,284.59144603904355,,FARM,https://app.seedmoneyfinance.com,2021-06-28,,,,,,,,
248,ADA,BNB,15778.86,497729.41,BSC,,,FARM,https://app.seedmoneyfinance.com,2021-06-28,,,,,,,,
249,ADA,BNB,28589.41,665591.49,BSC,,,FARM,https://whalefarm.finance,2021-06-28,,,,,,,,
250,ADA,BNB,53347.37,52.04,BSC,68.20770535959393,,FARM,https://tomahawk.farm/,2021-06-28,,,,,,,,
251,ADA,BNB,4942.42,351.36,BSC,3200.9528632432052,,FARM,https://supermanion.com,2021-06-28,,,,,,,,
252,ADA,BNB,222.61,73094819.43,BSC,,,FARM,https://fusionfinance.farm/,2021-06-28,,,,,,,,
253,ADA,BUSD,4695341.88,16.92,BSC,18.431055459393587,,FARM,https://app.wault.finance,2021-06-28,x,,,low,Wault,WAULT,https://app.wault.finance,https://rugdoc.io/project/wault/
254,ADA,BUSD,273378.71,13.77,BSC,14.76014081473458,,FARM,https://app.swamp.finance,2021-06-28,,,,,,,,
255,ADA,BUSD,3088.08,59.88,BSC,81.90408496544985,,FARM,https://pandayield.com,2021-06-28,,,,,,,,
256,ADA,BUSD,10297.95,161.55,BSC,401.2502997006248,,FARM,https://bitblocks.finance,2021-06-28,,,,low,BitBlocks,BBKFI,https://bitblocks.finance,https://rugdoc.io/project/bitblocks/
257,ADA,BUSD,27.44,1510.35,BSC,267476945.33770177,,FARM,https://thunderbird.finance/,2021-06-28,,,,,,,,
258,ADA,BUSD,1556.68,220.40,BSC,800.1330484358473,,FARM,https://qiswap.finance,2021-06-28,,,,,,,,
259,ADA,BUSD,2420.33,0,BSC,0.0,,FARM,https://money-pocket.dollaremon.fi,2021-06-28,,,,,,,,
260,ADA,CERBERUS,0.32,0.00,BSC,0.0,,FARM,https://gocerberus.finance,2021-06-28,x,,,low,Cerberus,CERBERUS,https://gocerberus.finance,https://rugdoc.io/project/gocerberus/
261,ADA,ETH,3099280.85,15.96,BSC,17.300064178029384,,FARM,https://apeswap.finance,2021-06-28,,,,some,Apeswap,BANANA,https://apeswap.finance,https://rugdoc.io/project/apeswap/
262,ADA,ETH,588688.84,2.56,BSC,2.5929573201265876,,FARM,https://app.swamp.finance,2021-06-28,,,,,,,,
263,ADA,ETH,1493.08,12.51,BSC,13.323748410319025,,FARM,https://frankenstein.finance,2021-06-28,x,,,HIGH,Frankenstein,FRANK,https://frankenstein.finance,https://rugdoc.io/project/frankenstein/
264,ADA,KSF,1223.19,796.60,BSC,264371.0320007558,,FARM,https://kesef.finance,2021-06-28,,,,Not Eligible,Kesef Finance,KSF,https://kesef.finance,https://rugdoc.io/project/kesef-finance/
265,ADA,LIME,1052.83,167.78,BSC,433.32221933589545,,FARM,https://limeswap.io,2021-06-28,x,,,low,Lime,LIME,https://limeswap.io,https://rugdoc.io/project/limeswap-io/
266,ADA,MANY,13594.93,89.04,BSC,143.3463908210501,,FARM,https://manyswap.io,2021-06-28,,,,,,,,
267,ADA,MCAKE,244.64,352.90,BSC,3251.6877432727456,,FARM,https://mooncakeswap.finance,2021-06-28,,,,low,Mooncake,MCAKE,https://mooncakeswap.finance,https://rugdoc.io/project/mooncakeswap/
268,ADA,MELODY,7030.15,282.07,BSC,1560.753853395627,,FARM,https://mozartfinance.io,2021-06-28,,,,some,Mozart,PIANO,https://mozartfinance.io,https://rugdoc.io/project/mozart-v2/
269,ADA,PIANO,82.82,27.24,BSC,31.297874135883742,,FARM,https://mozartfinance.io,2021-06-28,,,,some,Mozart,PIANO,https://mozartfinance.io,https://rugdoc.io/project/mozart-v2/
270,ADA,Qi,5512.62,1867.15,BSC,8097231760.039562,,FARM,https://qiswap.finance,2021-06-28,,,,,,,,
271,ADA,SEED,822709.47,237.76,BSC,969.6211940949519,,FARM,https://app.treedefi.com,2021-06-28,x,,,low,Tree,SEED,https://app.treedefi.com,https://rugdoc.io/project/freedefi/
272,ADA,UNOWN,606.10,3312.59,BSC,5896060755844716.0,,FARM,https://www.unownswap.com,2021-06-28,,,,,,,,
273,ADA,USDT,423345.26,7.11,BSC,7.368115511557871,,FARM,https://autofarm.network,2021-06-28,,,,,,,,
274,ADA,USDT,132772.63,11.34,BSC,12.006014842085921,,FARM,https://app.swamp.finance,2021-06-28,,,,,,,,
275,ADA,USDT,1267.05,14.74,BSC,15.87829175742337,,FARM,https://frankenstein.finance,2021-06-28,x,,,HIGH,Frankenstein,FRANK,https://frankenstein.finance,https://rugdoc.io/project/frankenstein/
276,ADA,USDT,12312897.60,42.83,BSC,53.42611160325033,,FARM,https://mdex.com,2021-06-28,,,,,,,,
277,ADA,dADA,2291.59,0.00,BSC,0.0,,FARM,https://iron.finance/,2021-06-28,,,,,,,,
278,ADA,sLKM,0.00,0,BSC,0.0,,FARM,https://lokum.finance,2021-06-28,,,,high,Lokum,LKM,https://lokum.finance,https://rugdoc.io/project/lokum-finance/
279,ADAO,DAI,0.0831986,0.0,ETH,,,POOL,Sushi,2021-06-28,,,,,,,,
280,ADDY,ETH,275162.75,115.76,MATIC,217.64626513305197,,FARM,https://app.sushi.com,2021-06-28,,,,,,,,
281,ADDY,WMATIC,399455.58,198.60,MATIC,624.7209592633783,,FARM,https://app.wault.finance/polygon,2021-06-28,,,,,,,,
282,ADEL,ETH,12332.0520683,5.52648468,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
283,ADR,,160.36,1044.70,BSC,2974013.3108909987,,FARM,https://www.andromedadefi.com,2021-06-28,,,,low,Andromeda,ADR,https://www.andromedadefi.com,https://rugdoc.io/project/andromeda/
284,ADR,BNB,80.06,3138.86,BSC,1194885668784355.5,,FARM,https://www.andromedadefi.com,2021-06-28,,,,low,Andromeda,ADR,https://www.andromedadefi.com,https://rugdoc.io/project/andromeda/
285,ADR,BUSD,52.13,5356.31,BSC,5.079806234971328e+23,,FARM,https://www.andromedadefi.com,2021-06-28,,,,low,Andromeda,ADR,https://www.andromedadefi.com,https://rugdoc.io/project/andromeda/
286,ADX,ETH,60.541588600000004,0.19591248,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
287,ADX,ETH,39390.4321509,5.4495730799999995,ETH,,,POOL,Sushi,2021-06-28,,,,,,,,
288,ADX,ETH,414620.3564754,11.90017608,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
289,AERGO,ETH,83240.97,,ETH,,79.21,FARM,SUSHI,2021-06-28,,,,,,,,
290,AERGO,ETH,40.7081151,0.10633236000000001,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
291,AERGO,ETH,40360.5488151,4.20665952,ETH,,,POOL,Sushi,2021-06-28,,,,,,,,
292,AFDLT,AfroX,73.59865359999999,0.0163032,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
293,AFDLT,ETH,2.9069054000000003,1.2029924399999998,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
294,AGA,,0.00,0,ETH,0.0,,FARM,https://polycat.finance,2021-06-28,,,,,,,,
295,AGA,,0.00,0,MATIC,0.0,,FARM,https://augury.finance,2021-06-28,,,,,,,,
296,AGA,AGAr,127124.30,0.00,MATIC,0.0,,FARM,https://quickswap.exchange/#/quick,2021-06-28,,,,,,,,
297,AGA,QUICK,3394.03,0.00,MATIC,0.0,,FARM,https://quickswap.exchange/#/quick,2021-06-28,,,,,,,,
298,AGAr,,0.00,0,ETH,0.0,,FARM,https://polycat.finance,2021-06-28,,,,,,,,
299,AGAr,,0.00,0,MATIC,0.0,,FARM,https://augury.finance,2021-06-28,,,,,,,,
300,AGAr,AGA,127124.30,0.00,MATIC,0.0,,FARM,https://quickswap.exchange/#/quick,2021-06-28,,,,,,,,
301,AGAr,QUICK,2790.64,0.00,MATIC,0.0,,FARM,https://quickswap.exchange/#/quick,2021-06-28,,,,,,,,
302,AGI,NIOX,1721.25,0.00,MATIC,0.0,,FARM,https://swap.smartdex.app,2021-06-28,,,,,,,,
303,AGIX,ETH,693547.8752156999,0.04285560000000001,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
304,AIOZ,ETH,24837.391312400003,20.584758,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
305,AKITA,ETH,2654205.47,0,ETH,0.0,,FARM,https://dogen.finance,2021-06-28,,,,,,,,
306,AKITA,ETH,0.0788449,0.03203988,ETH,,,POOL,Sushi,2021-06-28,,,,,,,,
307,AKITA,ETH,1320949.6628512,15.32513328,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
308,AKRO,ETH,213233.67,,ETH,,30.92,FARM,SUSHI,2021-06-28,,,,,,,,
309,AKRO,ETH,107291.6767002,7.984094279999999,ETH,,,POOL,Sushi,2021-06-28,,,,,,,,
310,AKRO,ETH,162680.2692855,6.57234756,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
311,AKRO,USDC,450802.12022680003,13.03813284,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
312,ALBT,,0.00,0,ETH,0.0,,FARM,https://gamestop.finance,2021-06-28,,,,,,,,
313,ALBT,ETH,1456574.5625419999,18.50236812,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
314,ALBT,USDT,818456.8755876,20.61010548,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
315,ALCH,,730.73,0.00,MATIC,0.0,,FARM,https://polygon.alchemydao.com,2021-06-28,,,,,,,,
316,ALCH,,30204.77,0.00,ETH,0.0,,FARM,https://alchemydao.com,2021-06-28,,,,,,,,
317,ALCH,ETH,184047.64,610.96,ETH,42696.02696797944,,FARM,https://alchemydao.com,2021-06-28,,,,,,,,
318,ALCH,ETH,73.9691588,0.05168772,ETH,,,POOL,Sushi,2021-06-28,,,,,,,,
319,ALCH,WMATIC,2800.49,350.31,MATIC,3166.8007350833464,,FARM,https://polygon.alchemydao.com,2021-06-28,,,,,,,,
320,ALCX,,44418775.02,108.52,ETH,195.52698276182673,,FARM,https://app.alchemix.fi/farms,2021-06-28,,,,,,,,
321,ALCX,ETH,18921255.90,4.77,ETH,4.885268251411201,,FARM,https://pickle.finance/farms,2021-06-28,,,,,,,,
322,ALCX,ETH,121779203.12,0.00,ETH,0.0,,FARM,https://app.alchemix.fi/farms,2021-06-28,,,,,,,,
323,ALCX,ETH,121779203.12,132.63,ETH,275.8034698843893,,FARM,https://app.alchemix.fi/farms,2021-06-28,,,,,,,,
324,ALCX,ETH,57978327.649367,2.64980364,ETH,,,POOL,Sushi,2021-06-28,,,,,,,,
325,ALEPH,ETH,132929.89,,ETH,,49.6,FARM,SUSHI,2021-06-28,,,,,,,,
326,ALEPH,ETH,139716.5344771,22.63163496,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
327,ALEPH,ETH,328.13193,0.03186,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
328,ALEPH,ETH,65168.763656899995,15.33415944,ETH,,,POOL,Sushi,2021-06-28,,,,,,,,
329,ALEPH,USDC,4390068.347346072,1.35,SOL,,,POOL,Raydium,2021-06-28,,,,,,,,
330,ALEX,ETH,32278.9197363,0.25067004,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
331,ALICE,,361.60,0.00,BSC,0.0,,FARM,http://slime.finance,2021-06-28,,,,low,Slime,SLIME,http://slime.finance,https://rugdoc.io/project/slime/
332,ALICE,,361.60,0.00,BSC,0.0,,FARM,http://shitz.lol,2021-06-28,,,,,,,,
333,ALICE,BNB,5064791.40,76.94,BSC,115.67235849321085,,FARM,https://pancakeswap.finance,2021-06-28,x,,,least,Pancake,CAKE,https://pancakeswap.finance,https://rugdoc.io/project/pancakeswap/
334,ALICE,BNB,1224298.23,2.46,BSC,2.4904226896778514,,FARM,https://autofarm.network,2021-06-28,,,,,,,,
335,ALICE,BNB,43612.08,0,BSC,0.0,,FARM,https://www.goosedefi.com,2021-06-28,,,,,Goose,GOOSE,https://www.goosedefi.com,https://www.certik.org/projects/ramenswap
336,ALICE,BNB,47203.93,31.91,BSC,37.56971147716253,,FARM,https://app.swamp.finance,2021-06-28,,,,,,,,
337,ALICE,BNB,2830.92,16.49,BSC,17.92312721306468,,FARM,https://frankenstein.finance,2021-06-28,x,,,HIGH,Frankenstein,FRANK,https://frankenstein.finance,https://rugdoc.io/project/frankenstein/
338,ALICE,MANY,2887.51,419.19,BSC,6358.68906576452,,FARM,https://manyswap.io,2021-06-28,,,,,,,,
339,ALICE,SLME,3.95,0.00,BSC,0.0,,FARM,http://slime.finance,2021-06-28,,,,low,Slime,SLIME,http://slime.finance,https://rugdoc.io/project/slime/
340,ALICE,SLME,3.95,0.00,BSC,0.0,,FARM,http://shitz.lol,2021-06-28,,,,,,,,
341,ALIEN,,101.62,2938.73,BSC,188352239273300.06,,FARM,https://aliendefi.com,2021-06-28,,,,,,,,
342,ALIEN,BNB,6.44,40580.61,BSC,3.148340070453409e+120,,FARM,https://aliendefi.com,2021-06-28,,,,,,,,
343,ALIEN,BUSD,18.06,16538.80,BSC,1.7370054622957987e+61,,FARM,https://aliendefi.com,2021-06-28,,,,,,,,
344,ALIFE,VLAD,27795.02,104.62,BSC,184.25555715562325,,FARM,https://app.vlad.finance,2021-06-28,,,,low,Vlad,LIFE,https://app.vlad.finance, https://rugdoc.io/project/vlad-finance/
345,ALIFE,VLAD,27795.02,209.25,BSC,705.6867260226147,,FARM,https://app.vlad.finance,2021-06-28,,,,low,Vlad,LIFE,https://app.vlad.finance, https://rugdoc.io/project/vlad-finance/
346,ALIFE,VLAD,27795.02,261.56,BSC,1254.845884072554,,FARM,https://app.vlad.finance,2021-06-28,,,,low,Vlad,LIFE,https://app.vlad.finance, https://rugdoc.io/project/vlad-finance/
347,ALIS,ETH,4022.9482599,4.78038072,ETH,,,POOL,Uniswap,2021-06-28,,,,,,,,
348,ALLOY,,591937.61,89.30,BSC,143.97836872264583,,FARM,https://farm.hyperjump.fi,2021-06-28,,,,low,Hyperjump,ALLOY,https://farm.hyperjump.fi,https://rugdoc.io/project/hyperjump-fi/
349,ALLOY,,0.00,0,BSC,0.0,,FARM,https://dollar.supra.finance,2021-06-28,,,,,,,,
350,ALLOY,,124.26,384.25,BSC,4471.447906853854,,FARM,https://tapswap.finance,2021-06-28,x,,,some,Tap,TAPS,https://tapswap.finance,https://rugdoc.io/project/tapswap-money/
351,ALLOY,BANANA,3479.75,236.44,BSC,955.6849035139704,,FARM,https://farm.hyperjump.fi,2021-06-28,,,,low,Hyperjump,ALLOY,https://farm.hyperjump.fi,https://rugdoc.io/project/hyperjump-fi/
352,ALLOY,BELUGA,1743.68,235.92,BSC,950.2447005622869,,FARM,https://farm.hyperjump.fi,2021-06-28,,,,low,Hyperjump,ALLOY,https://farm.hyperjump.fi,https://rugdoc.io/project/hyperjump-fi/
353,ALLOY,BNB,648164.15,190.40,BSC,567.9553563204546,,FARM,https://farm.hyperjump.fi,2021-06-28,,,,low,Hyperjump,ALLOY,https://farm.hyperjump.fi,https://rugdoc.io/project/hyperjump-fi/
354,ALLOY,BNB,84.65,353.14,BSC,3259.6642151430174,,FARM,https://pumpy.farm,2021-06-28,,,,low,Pumpy,PMP,https://pumpy.farm,https://rugdoc.io/project/pumpy-farm/
355,ALLOY,BNB,170.44,280.13,BSC,1529.087256373085,,FARM,https://tapswap.finance,2021-06-28,x,,,some,Tap,TAPS,https://tapswap.finance,https://rugdoc.io/project/tapswap-money/
356,ALLOY,BNB,1750.05,190.97,BSC,571.7536734795768,,FARM,https://app.sponge.finance,2021-06-28,,,,,,,,
357,ALLOY,BREW,3301.05,249.24,BSC,1098.8272416852521,,FARM,https://farm.hyperjump.fi,2021-06-28,,,,low,Hyperjump,ALLOY,https://farm.hyperjump.fi,https://rugdoc.io/project/hyperjump-fi/
358,ALLOY,BRN,1836.07,224.05,BSC,833.3886782115154,,FARM,https://farm.hyperjump.fi,2021-06-28,,,,low,Hyperjump,ALLOY,https://farm.hyperjump.fi,https://rugdoc.io/project/hyperjump-fi/
359,ALLOY,BTD,2853.01,288.38,BSC,1668.0590512475894,,FARM,https://farm.hyperjump.fi,2021-06-28,,,,low,Hyperjump,ALLOY,https://farm.hyperjump.fi,https://rugdoc.io/project/hyperjump-fi/
360,ALLOY,BUSD,28138.47,146.20,BSC,330.19989630988374,,FARM,https://farm.hyperjump.fi,2021-06-28,,,,low,Hyperjump,ALLOY,https://farm.hyperjump.fi,https://rugdoc.io/project/hyperjump-fi/
361,ALLOY,Cake,22768.74,180.68,BSC,506.3836887799839,,FARM,https://farm.hyperjump.fi,2021-06-28,,,,low,Hyperjump,ALLOY,https://farm.hyperjump.fi,https://rugdoc.io/project/hyperjump-fi/
